frequency,word,reason,include
10838,resilience,Abstract noun,Y
10839,downright,Nuanced adverb,Y
10841,measured,Nuanced adjective,Y
10842,buttocks,Body part,N
10843,delicately,Nuanced adverb,Y
10844,menopause,Medical,N
10845,yugoslav,Nationality,N
10846,halftime,Sports,N
10847,derail,Multiple meanings,Y
10848,bewildered,Nuanced adjective,Y
10849,individuality,Abstract noun,Y
10850,revitalize,Nuanced verb,Y
10851,reassurance,Abstract noun,Y
10852,downsize,Nuanced verb,Y
10853,impediment,Abstract noun,Y
10854,captivity,Abstract noun,Y
10855,steward,Multiple meanings,Y
10856,watery,Nuanced adjective,Y
10857,electromagnetic,Technical,N
10858,kayak,Simple noun,N
10859,tentatively,Nuanced adverb,Y
10860,awkwardly,Nuanced adverb,Y
10861,storefront,Simple noun,N
10862,sparkle,Multiple meanings,Y
10863,defeated,Nuanced adjective,Y
10864,anti-semitism,Abstract noun,Y
10865,bipolar,Multiple meanings,Y
10866,manageable,Nuanced adjective,Y
10867,guise,Nuanced noun,Y
10868,electrode,Technical,N
10870,remake,Multiple meanings,Y
10871,ornate,Nuanced adjective,Y
10872,edible,Nuanced adjective,Y
10874,colonization,Abstract noun,Y
10875,funky,Nuanced adjective,Y
10877,viral,Multiple meanings,Y
10879,disciplined,Nuanced adjective,Y
10880,eggplant,Food,N
10881,cover-up,Nuanced noun,Y
10882,booklet,Simple noun,N
10883,thunderstorm,Simple noun,N
10884,bumper,Multiple meanings,Y
10885,stronghold,Nuanced noun,Y
10886,thrilling,Nuanced adjective,Y
10887,schoolteacher,Simple noun,N
10888,focused,Nuanced adjective,Y
10889,skyscraper,Simple noun,N
10890,anxiously,Nuanced adverb,Y
10891,pronouncement,Nuanced noun,Y
10892,expend,Nuanced verb,Y
10894,inexperienced,Nuanced adjective,Y
10895,airy,Nuanced adjective,Y
10896,outpatient,Medical,N
10897,resilient,Nuanced adjective,Y
10898,erratic,Nuanced adjective,Y
10899,redesign,Nuanced verb,Y
10900,refinement,Abstract noun,Y
10901,chute,Multiple meanings,Y
10902,reciprocal,Nuanced adjective,Y
10903,neurological,Medical,N
10904,hilarious,Nuanced adjective,Y
10905,mother-in-law,Family,N
10907,nonfiction,Simple noun,N
10908,dispel,Nuanced verb,Y
10909,syringe,Simple noun,N
10910,small-town,Nuanced compound,Y
10911,taunt,Multiple meanings,Y
10913,stylistic,Nuanced adjective,Y
10915,pointer,Multiple meanings,Y
10916,yawn,Multiple meanings,Y
10917,envelop,Nuanced verb,Y
10918,handshake,Multiple meanings,Y
10919,theorize,Nuanced verb,Y
10921,kindly,Nuanced adjective/adverb,Y
10922,revere,Nuanced verb,Y
10923,renounce,Nuanced verb,Y
10924,mormon,Religious,N
10926,distrust,Multiple meanings,Y
10927,emigrate,Nuanced verb,Y
10930,swath,Nuanced noun,Y
10932,bribe,Multiple meanings,Y
10934,wiggle,Simple verb,N
10935,overstate,Nuanced verb,Y
10936,breeder,Nuanced noun,Y
10937,cringe,Nuanced verb,Y
10938,disapprove,Nuanced verb,Y
10939,whichever,Nuanced pronoun,Y
10941,lore,Nuanced noun,Y
10942,choral,Simple adjective,N
10943,memorabilia,Simple noun,N
10944,gag,Multiple meanings,Y
10945,simplistic,Nuanced adjective,Y
10946,czar,Multiple meanings,Y
10947,emphatically,Nuanced adverb,Y
10948,investing,Nuanced noun,Y
10949,proclamation,Nuanced noun,Y
10950,climax,Multiple meanings,Y
10951,improbable,Nuanced adjective,Y
10952,roadway,Simple noun,N
10953,wrapper,Simple noun,N
10954,ukrainian,Nationality,N
10955,closeness,Abstract noun,Y
10956,contributing,Nuanced adjective,Y
10957,victimize,Nuanced verb,Y
10958,unearth,Nuanced verb,Y
10960,ambivalent,Nuanced adjective,Y
10961,caliber,Multiple meanings,Y
10962,subgroup,Simple noun,N
10963,confinement,Abstract noun,Y
10964,hearth,Simple noun,N
10966,humid,Simple adjective,N
10969,updated,Nuanced adjective,Y
10970,obstruct,Nuanced verb,Y
10971,shortstop,Sports position,N
10972,trudge,Nuanced verb,Y
10973,glean,Nuanced verb,Y
10974,generalize,Nuanced verb,Y
10975,smuggler,Simple noun,N
10976,induction,Multiple meanings,Y
10977,bungalow,Simple noun,N
10978,suggestive,Nuanced adjective,Y
10979,feeding,Multiple meanings,Y
10980,faucet,Simple noun,N
10981,worldly,Nuanced adjective,Y
10982,testament,Multiple meanings,Y
10983,stash,Multiple meanings,Y
10984,positioning,Multiple meanings,Y
10985,humiliating,Nuanced adjective,Y
10986,centimeter,Simple noun,N
10988,shard,Simple noun,N
10989,fillet,Multiple meanings,Y
10990,dialect,Nuanced noun,Y
10991,varsity,Simple adjective,N
10992,arid,Nuanced adjective,Y
10994,kettle,Simple noun,N
10995,life-threatening,Nuanced compound,Y
10996,biased,Nuanced adjective,Y
10997,sharing,Simple noun,N
10998,recruiter,Simple noun,N
10999,nafta,Abbreviation,N
11001,unreliable,Nuanced adjective,Y
11003,dwindle,Nuanced verb,Y
11004,flyer,Multiple meanings,Y
11006,transient,Nuanced adjective,Y
11007,rejoice,Nuanced verb,Y
11009,doorstep,Multiple meanings,Y
11011,attributable,Nuanced adjective,Y
11012,patriarch,Nuanced noun,Y
11013,substitution,Abstract noun,Y
11014,unspoken,Nuanced adjective,Y
11015,anthropological,Nuanced adjective,Y
11016,welcoming,Nuanced adjective,Y
11017,unequal,Nuanced adjective,Y
11018,mare,Animal,N
11019,gal,Slang,N
11020,tutoring,Simple noun,N
11021,misdemeanor,Legal term,Y
11022,info,Slang/abbreviation,N
11024,loot,Multiple meanings,Y
11025,inconvenience,Nuanced noun,Y
11026,sleeper,Multiple meanings,Y
11028,caricature,Nuanced noun,Y
11029,legalize,Nuanced verb,Y
11030,peruvian,Nationality,N
11031,racing,Simple noun,N
11032,foothill,Simple noun,N
11033,propulsion,Technical,N
11034,evergreen,Multiple meanings,Y
11035,attire,Nuanced noun,Y
11036,backcountry,Simple noun,N
11037,outfielder,Sports position,N
11038,sub,Multiple meanings,Y
11039,recurrence,Abstract noun,Y
11040,saucer,Simple noun,N
11041,stated,Nuanced adjective,Y
11042,synonymous,Nuanced adjective,Y
11043,macho,Nuanced adjective,Y
11044,strained,Nuanced adjective,Y
11045,picket,Multiple meanings,Y
11046,clothe,Nuanced verb,Y
11047,combatant,Nuanced noun,Y
11048,colonialism,Abstract noun,Y
11049,derivative,Nuanced adjective/noun,Y
11050,adoptive,Nuanced adjective,Y
11051,informative,Nuanced adjective,Y
11053,twirl,Simple verb,N
11054,nominal,Nuanced adjective,Y
11055,recapture,Nuanced verb,Y
11056,second-hand,Nuanced compound,Y
11057,frontal,Nuanced adjective,Y
11058,splendor,Abstract noun,Y
11059,blatant,Nuanced adjective,Y
11060,viability,Abstract noun,Y
11061,spreading,Simple noun,N
11062,overboard,Multiple meanings,Y
11063,cohesion,Abstract noun,Y
11064,going,Multiple meanings,Y
11065,funnel,Multiple meanings,Y
11066,abstinence,Abstract noun,Y
11067,distorted,Nuanced adjective,Y
11068,twentieth-century,Simple compound,N
11069,pictorial,Nuanced adjective,Y
11070,fanatic,Nuanced noun,Y
11072,rendering,Multiple meanings,Y
11073,hopelessly,Nuanced adverb,Y
11074,ancestry,Abstract noun,Y
11075,upstate,Nuanced adjective,Y
11076,remembrance,Abstract noun,Y
11077,detachment,Multiple meanings,Y
11078,repercussion,Abstract noun,Y
11079,frivolous,Nuanced adjective,Y
11080,exceedingly,Nuanced adverb,Y
11081,accelerated,Nuanced adjective,Y
11082,familial,Nuanced adjective,Y
11083,decoy,Multiple meanings,Y
11084,vial,Simple noun,N
11085,wrinkled,Nuanced adjective,Y
11086,thirst,Multiple meanings,Y
11087,flashy,Nuanced adjective,Y
11088,dweller,Nuanced noun,Y
11089,tame,Multiple meanings,Y
11090,hygiene,Simple noun,N
11091,mindful,Nuanced adjective,Y
11092,porn,Simple noun,N
11093,bison,Animal,N
11094,physiology,Academic field,Y
11095,mussels,Food/animal,N
11096,relive,Nuanced verb,Y
11097,deport,Nuanced verb,Y
11098,debacle,Nuanced noun,Y
11099,detrimental,Nuanced adjective,Y
11100,amen,Interjection,N
11101,genus,Technical,N
11103,blare,Nuanced verb,Y
11104,funded,Nuanced adjective,Y
11105,oversized,Nuanced adjective,Y
11107,valuation,Abstract noun,Y
11109,gobble,Multiple meanings,Y
11110,attainment,Abstract noun,Y
11111,jolt,Multiple meanings,Y
11112,ardent,Nuanced adjective,Y
11113,naturalist,Simple noun,N
11114,centennial,Simple noun,N
11115,learned,Nuanced adjective,Y
11116,unprepared,Nuanced adjective,Y
11117,appalling,Nuanced adjective,Y
11118,righteous,Nuanced adjective,Y
11119,subpoena,Legal term,Y
11120,provisional,Nuanced adjective,Y
11122,mend,Multiple meanings,Y
11123,cheerfully,Nuanced adverb,Y
11124,metaphysical,Nuanced adjective,Y
11125,teller,Multiple meanings,Y
11126,internalize,Nuanced verb,Y
11127,demolition,Simple noun,N
11128,tweak,Multiple meanings,Y
11129,spiritually,Nuanced adverb,Y
11130,leafy,Simple adjective,N
11131,devout,Nuanced adjective,Y
11132,at-risk,Nuanced compound,Y
11133,proprietor,Nuanced noun,Y
11134,noted,Nuanced adjective,Y
11135,boiler,Simple noun,N
11136,fielder,Sports position,N
11137,reorganize,Nuanced verb,Y
11138,penetration,Multiple meanings,Y
11139,grimace,Multiple meanings,Y
11140,unjust,Nuanced adjective,Y
11141,exporter,Simple noun,N
11142,narration,Abstract noun,Y
11144,powerfully,Nuanced adverb,Y
11146,baggy,Simple adjective,N
11147,rearview,Simple adjective,N
11148,ailing,Nuanced adjective,Y
11149,strife,Abstract noun,Y
11152,exaggeration,Abstract noun,Y
11153,jordanian,Nationality,N
11154,accentuate,Nuanced verb,Y
11155,primer,Multiple meanings,Y
11156,leash,Multiple meanings,Y
11157,validation,Abstract noun,Y
11158,gutter,Multiple meanings,Y
11159,baby-sitter,Simple noun,N
11160,auditory,Nuanced adjective,Y
11162,propensity,Abstract noun,Y
11163,ponytail,Simple noun,N
11165,adventurous,Nuanced adjective,Y
11166,bottled,Simple adjective,N
11167,reinstate,Nuanced verb,Y
11168,islamist,Nuanced noun,Y
11169,delusion,Abstract noun,Y
11171,breathless,Nuanced adjective,Y
11172,co-star,Simple noun,N
11173,privatize,Nuanced verb,Y
11177,refund,Multiple meanings,Y
11179,plutonium,Technical,N
11181,synthesize,Nuanced verb,Y
11182,solidify,Nuanced verb,Y
11183,ascribe,Nuanced verb,Y
11184,stabilization,Abstract noun,Y
11185,trafficker,Nuanced noun,Y
11186,uncanny,Nuanced adjective,Y
11187,aspiring,Nuanced adjective,Y
11188,pane,Simple noun,N
11189,atm,Abbreviation,N
11191,feeder,Multiple meanings,Y
11192,specified,Nuanced adjective,Y
11195,dampen,Multiple meanings,Y
11197,rouse,Nuanced verb,Y
11198,childbirth,Simple noun,N
11199,smother,Multiple meanings,Y
11200,eject,Nuanced verb,Y
11201,jeep,Simple noun,N
11202,backstage,Nuanced adverb,Y
11203,flatly,Nuanced adverb,Y
11204,unauthorized,Nuanced adjective,Y
11205,sincerity,Abstract noun,Y
11206,marshal,Multiple meanings,Y
11207,forgiving,Nuanced adjective,Y
11208,trainee,Simple noun,N
11209,undesirable,Nuanced adjective,Y
11210,horde,Nuanced noun,Y
11211,hideous,Nuanced adjective,Y
11212,infancy,Multiple meanings,Y
11213,tsunami,Simple noun,N
11214,mute,Multiple meanings,Y
11215,craftsman,Simple noun,N
11216,alternately,Nuanced adverb,Y
11217,escalating,Nuanced adjective,Y
11218,intersect,Nuanced verb,Y
11219,eyeball,Multiple meanings,Y
11220,professionalism,Abstract noun,Y
11221,watermelon,Food,N
11222,oatmeal,Food,N
11223,treacherous,Nuanced adjective,Y
11224,dormitory,Simple noun,N
11225,quirky,Nuanced adjective,Y
11226,outstretched,Nuanced adjective,Y
11227,staffing,Simple noun,N
11228,stairwell,Simple noun,N
11230,hassle,Nuanced noun,Y
11231,moderation,Abstract noun,Y
11232,stricken,Nuanced adjective,Y
11233,stipulate,Nuanced verb,Y
11234,adultery,Abstract noun,Y
11235,remarry,Simple verb,N
11237,changed,Basic adjective,N
11238,first-class,Nuanced compound,Y
11239,foreman,Simple job,N
11240,corpus,Technical,N
11241,determining,Nuanced adjective,Y
11242,intrusive,Nuanced adjective,Y
11244,confidently,Nuanced adverb,Y
11245,metabolic,Technical,N
11246,memorandum,Nuanced noun,Y
11247,dwindling,Nuanced adjective,Y
11248,infinitely,Nuanced adverb,Y
11249,methodological,Nuanced adjective,Y
11250,embodiment,Abstract noun,Y
11251,first-hand,Nuanced compound,Y
11252,overdue,Nuanced adjective,Y
11253,mover,Multiple meanings,Y
11254,fragmentation,Abstract noun,Y
11255,cameraman,Simple noun,N
11256,cognition,Abstract noun,Y
11258,sweatshirt,Simple clothing,N
11259,prolific,Nuanced adjective,Y
11260,gladly,Nuanced adverb,Y
11262,mythical,Nuanced adjective,Y
11263,leukemia,Medical,N
11264,marginalize,Nuanced verb,Y
11266,mulch,Simple noun,N
11268,upwards,Nuanced adverb,Y
11270,unnamed,Nuanced adjective,Y
11271,syndicated,Nuanced adjective,Y
11272,far-reaching,Nuanced compound,Y
11273,powerhouse,Multiple meanings,Y
11274,front-runner,Nuanced compound,Y
11275,sidebar,Multiple meanings,Y
11277,defective,Nuanced adjective,Y
11278,shabby,Nuanced adjective,Y
11279,censor,Multiple meanings,Y
11281,schoolchild,Simple noun,N
11282,construe,Nuanced verb,Y
11283,overhaul,Multiple meanings,Y
11284,conducive,Nuanced adjective,Y
11285,conceptualize,Nuanced verb,Y
11287,disable,Nuanced verb,Y
11288,trough,abstract/technical concept with multiple meanings,Y
11289,warmly,simple adverb form,N
11290,ludicrous,nuanced adjective stronger than ridiculous,Y
11292,trappings,abstract noun for outward signs,Y
11293,tenderness,abstract emotion noun,Y
11295,beige,simple color,N
11296,throng,nuanced word for crowd,Y
11297,scoff,nuanced verb showing attitude,Y
11298,veggie,informal slang,N
11299,generalized,specific meaning in research/medicine,Y
11301,treasurer,simple job title,N
11302,optimum,useful academic/technical term,Y
11303,sanity,abstract concept,Y
11304,pitfall,useful metaphorical term,Y
11305,articulation,abstract noun with multiple meanings,Y
11306,revolutionize,useful transformative verb,Y
11307,mammoth,has metaphorical use for huge,Y
11309,fervor,abstract emotion noun,Y
11310,treasury,multiple meanings dept/collection,Y
11311,dagger,simple weapon noun,N
11313,hem,multiple uses verb/noun,Y
11314,revolver,simple weapon noun,N
11316,abduction,legal/medical meanings,Y
11317,determinant,academic/technical term,Y
11318,chiefly,useful transition adverb,Y
11319,shrewd,nuanced character adjective,Y
11322,predatory,has metaphorical uses,Y
11323,subtlety,important abstract noun,Y
11324,cavern,simple noun large cave,N
11325,involuntary,useful opposite prefix adjective,Y
11326,thicket,simple nature term,N
11327,nigerian,nationality adjective,N
11329,idealism,abstract philosophical concept,Y
11330,suggested,simple past participle,N
11331,prowess,useful abstract noun,Y
11332,booze,slang for alcohol,N
11333,magistrate,legal job title,N
11334,burglar,simple noun,N
11335,diffusion,academic/scientific term,Y
11336,campfire,simple compound noun,N
11337,specificity,academic term,Y
11338,clerical,multiple meanings religious/office,Y
11339,overlapping,useful descriptive adjective,Y
11340,ooze,evocative verb/noun,Y
11341,hamstring,verb usage to hamper,Y
11342,spearhead,verb usage to lead,Y
11343,argentine,nationality adjective,N
11345,mommy,simple family term,N
11346,taiwanese,nationality adjective,N
11347,shallot,food/vegetable,N
11348,steaming,simple adjective form,N
11349,goggle,simple noun eyewear,N
11351,bristle,verb meaning react with annoyance,Y
11352,sweetie,simple term of endearment,N
11353,locality,formal term for area,Y
11354,verification,useful formal noun,Y
11355,truce,useful conflict concept,Y
11356,dugout,simple sports term,N
11359,wake-up,simple compound,N
11360,timer,simple device,N
11362,astonished,emotional state adjective,Y
11364,threatening,nuanced uses,Y
11365,prerequisite,useful academic term,Y
11367,mistakenly,useful adverb,Y
11368,quad,simple abbreviation,N
11369,preschooler,simple noun,N
11370,multiculturalism,abstract concept,Y
11371,padded,simple adjective,N
11373,shortcut,has figurative meaning,Y
11375,antisocial,psychological term,Y
11376,underside,simple compound noun,N
11378,beak,animal body part,N
11379,tenuous,nuanced adjective,Y
11380,simulated,useful adjective,Y
11381,misty,simple weather adjective,N
11382,hanger,simple object,N
11383,scowl,nuanced facial expression,Y
11384,pedagogical,academic/educational term,Y
11385,falling,simple present participle,N
11387,strikingly,useful intensifying adverb,Y
11388,repository,has figurative uses,Y
11389,refute,nuanced vs deny,Y
11390,spontaneously,useful adverb,Y
11391,reassuring,emotional adjective,Y
11392,pee,informal/basic,N
11393,meticulous,nuanced precision adjective,Y
11395,eminent,commonly confused with imminent,Y
11396,knowingly,has legal implications,Y
11397,third-party,useful compound adjective,Y
11398,vaccination,simple medical noun,N
11399,housekeeper,job title,N
11403,garner,formal verb for gather,Y
11404,shingle,simple building material,N
11405,sinner,simple religious term,N
11406,decorated,has military meaning,Y
11407,collage,simple art term,N
11408,sympathize,nuanced emotional verb,Y
11409,neglected,useful adjective,Y
11410,militarily,useful context adverb,Y
11411,biotech,simple abbreviation,N
11412,iris,body part/flower,N
11413,richly,has figurative meaning,Y
11414,imperialism,historical/political concept,Y
11415,backseat,figurative meaning take a backseat,Y
11416,stillness,abstract quality,Y
11417,canister,simple container,N
11419,fraudulent,useful legal adjective,Y
11421,onslaught,strong noun for attack,Y
11423,relational,psychological/academic term,Y
11424,bedding,simple noun,N
11425,realistically,useful qualifying adverb,Y
11426,pastime,useful leisure noun,Y
11427,budge,nuanced verb,Y
11428,submerge,useful verb figurative uses,Y
11430,usable,simple adjective form,N
11431,antioxidant,simple scientific noun,N
11432,homecoming,simple cultural event,N
11433,peacekeeper,simple compound noun,N
11434,incorrectly,simple adverb form,N
11435,forage,can be verb or noun,Y
11436,blah,informal expression,N
11437,institutionalize,sociological term,Y
11438,illumination,abstract figurative uses,Y
11439,showroom,simple compound noun,N
11440,dated,adjective meaning old-fashioned,Y
11441,blister,simple medical/physical term,N
11442,hindsight,useful abstract concept,Y
11443,imposition,abstract noun,Y
11444,sliver,useful descriptive noun,Y
11445,saturate,useful verb figurative uses,Y
11447,thorn,figurative uses thorn in side,Y
11448,uniformly,useful adverb,Y
11449,discreet,commonly confused with discrete,Y
11450,pebble,simple small stone,N
11452,whereabouts,useful noun,Y
11453,shrinking,economic/psychological uses,Y
11454,raging,intensifying adjective,Y
11456,rebellious,personality adjective,Y
11457,swivel,simple movement,N
11458,bookshelf,simple furniture,N
11459,divergent,academic adjective,Y
11460,arabian,geographic adjective,N
11461,ignition,simple car part,N
11462,jut,useful descriptive verb,Y
11463,sputter,evocative verb,Y
11464,community-based,simple compound adjective,N
11465,grandma,simple family term,N
11466,inward,abstract direction psychological,Y
11467,quarrel,nuanced vs argument,Y
11469,throttle,can be verb or noun,Y
11470,methane,simple chemical,N
11471,dementia,important medical term,Y
11472,newsroom,simple compound noun,N
11473,woodland,simple nature term,N
11476,hitch,multiple meanings problem/attach,Y
11477,binary,important technical/conceptual term,Y
11478,gaping,useful descriptive adjective,Y
11479,topping,simple food term,N
11480,restored,simple past participle,N
11481,allusion,literary term commonly confused,Y
11482,bulldozer,simple machine,N
11484,fad,useful cultural term,Y
11485,homogeneous,academic term,Y
11486,perjury,legal term,Y
11487,heady,nuanced adjective,Y
11488,repel,useful verb multiple meanings,Y
11489,murderous,descriptive adjective,Y
11491,condone,nuanced approval verb,Y
11492,blackout,multiple meanings,Y
11493,iced,simple adjective,N
11495,ferocious,nuanced intensity adjective,Y
11496,rehabilitate,multiple contexts,Y
11497,profitability,business term,Y
11498,subdued,nuanced adjective,Y
11499,gulp,evocative verb,Y
11500,sociological,academic adjective,Y
11501,cashier,simple job,N
11502,flair,nuanced noun,Y
11503,handcuff,simple noun,N
11504,bloated,has figurative uses,Y
11505,pertaining,formal connecting word,Y
11506,pricey,informal for expensive,N
11507,gloss,multiple meanings shine/over,Y
11508,espionage,important concept,Y
11509,headset,simple device,N
11510,seismic,has figurative uses,Y
11512,spree,useful phrase shopping spree,Y
11513,speaking,simple present participle,N
11514,infinity,abstract concept,Y
11515,wildflower,simple compound noun,N
11517,giddy,nuanced emotional state,Y
11518,delicacy,multiple meanings,Y
11522,bogus,useful meaning fake,Y
11523,inland,geographic useful adjective,Y
11524,prenatal,simple medical term,N
11525,titanium,simple material,N
11526,contemplation,abstract thought process,Y
11527,delve,nuanced investigation verb,Y
11528,frigid,has figurative uses cold manner,Y
11529,further,commonly confused with farther,Y
11530,itinerary,useful travel term,Y
11531,ethos,abstract concept,Y
11532,flipping,simple action,N
11533,puree,food preparation term,N
11534,nibble,nuanced eating verb,Y
11535,ghostly,atmospheric adjective,Y
11536,insistent,personality adjective,Y
11537,stylist,simple job,N
11539,afloat,figurative uses,Y
11540,economical,different from economic,Y
11541,adamant,strong conviction adjective,Y
11542,gush,multiple meanings,Y
11543,overrun,useful verb,Y
11545,fella,slang for fellow,N
11547,mini,simple prefix/adjective,N
11548,convent,simple religious building,N
11549,rationality,abstract concept,Y
11550,riding,simple present participle,N
11551,high-rise,simple compound,N
11552,graphite,simple material,N
11553,disturbed,psychological adjective,Y
11554,jig,simple dance,N
11555,full-scale,useful compound adjective,Y
11556,imaginable,useful adjective,Y
11557,unpublished,simple adjective,N
11558,galley,ship/kitchen term,N
11559,covenant,legal/religious term,Y
11560,expulsion,formal noun,Y
11561,hepatitis,simple disease name,N
11563,esteem,abstract concept self-esteem,Y
11564,dichotomy,important academic term,Y
11565,cross-cultural,useful compound adjective,Y
11566,barricade,can be verb or noun,Y
11567,masculinity,abstract concept,Y
11568,ecologist,simple job title,N
11569,madden,useful verb,Y
11570,academia,important concept,Y
11571,bog,verb meaning to get stuck,Y
11573,subversive,political adjective,Y
11574,deduct,financial/logical verb,Y
11575,croatian,nationality,N
11576,tinker,nuanced verb,Y
11577,troll,internet culture verb,Y
11578,concerted,as in concerted effort,Y
11579,quartet,simple music group,N
11581,dummy,multiple meanings,Y
11582,truthful,moral adjective,Y
11583,landslide,has political meaning,Y
11584,wrestler,simple occupation,N
11585,fieldwork,research term,Y
11586,taint,useful verb,Y
11587,sled,simple winter object,N
11588,contextual,academic adjective,Y
11589,tandem,useful phrase in tandem,Y
11590,astonishment,emotional state noun,Y
11591,trample,has figurative uses,Y
11592,incorporation,legal/business term,Y
11593,improperly,useful adverb,Y
11594,timid,personality adjective,Y
11595,destabilize,political verb,Y
11596,ambush,can be verb or noun,Y
11597,vice,multiple meanings habit/tool,Y
11598,borrowing,linguistic/financial term,Y
11599,taboo,cultural concept,Y
11600,edgy,modern meaning nervous/cutting-edge,Y
11602,undocumented,political/legal term,Y
11603,penalize,useful verb,Y
11604,rut,figurative use stuck in a rut,Y
11606,symposium,academic term,Y
11607,upstream,figurative uses,Y
11608,urgently,useful adverb,Y
11609,felon,legal term,Y
11610,clarification,useful formal noun,Y
11611,vulgar,nuanced adjective,Y
11612,censored,important concept,Y
11613,homelessness,social issue,Y
11614,accompaniment,music/general term,Y
11615,two-day,simple compound,N
11616,wrongly,useful adverb,Y
11617,ax,simple tool variant,N
11619,re-examine,simple compound verb,N
11620,creepy,useful informal adjective,Y
11621,entourage,useful noun,Y
11622,slit,can be noun or verb,Y
11623,rummage,nuanced search verb,Y
11624,real-world,useful compound adjective,Y
11625,neutrino,physics term,N
11626,deference,abstract noun,Y
11627,doze,nuanced sleep verb,Y
11628,obligate,formal verb,Y
11629,eyepiece,simple equipment part,N
11630,discriminatory,important adjective,Y
11631,janitor,simple job,N
11632,six-month,simple compound,N
11633,chancellor,title,N
11635,recourse,legal/formal term,Y
11636,kernel,figurative uses kernel of truth,Y
11637,purport,formal verb,Y
11638,medically,useful adverb,Y
11639,birdie,golf/bird term,N
11640,corroborate,formal/legal verb,Y
11641,adversity,abstract concept,Y
11642,impatience,abstract emotion,Y
11643,semantic,linguistic/technical term,Y
11644,grace,multiple meanings,Y
11645,anglo,ethnic term,N
11646,pro-life,political term,N
11647,yolk,egg part,N
11648,deserving,moral adjective,Y
11649,connotation,linguistic term,Y
11650,remodel,simple home improvement verb,N
11651,ex-husband,simple compound,N
11652,incite,important verb,Y
11653,campsite,simple compound,N
11655,primate,animal category,N
11656,parchment,simple material,N
11657,anarchy,political concept,Y
11658,cumin,spice,N
11659,artificially,useful adverb,Y
11660,hamlet,small village,N
11662,roadblock,figurative uses,Y
11663,coerce,important verb,Y
11665,oily,simple texture adjective,N
11666,immortal,abstract concept,Y
11667,oats,simple food,N
11668,quicker,comparative form,N
11669,assertive,personality adjective,Y
11670,spore,biology term,N
11672,flagship,figurative business use,Y
11673,customize,useful modern verb,Y
11675,picturesque,useful descriptive adjective,Y
11677,whack,informal out of whack,Y
11678,noticeably,useful adverb,Y
11679,arithmetic,basic math term,N
11680,washer,simple machine/part,N
11681,relieved,emotional state,Y
11682,terrorize,strong verb,Y
11683,maternity,useful adjective/noun,Y
11684,rainforest,simple compound,N
11685,palate,commonly confused with palette,Y
11686,wreak,as in wreak havoc,Y
11687,recurrent,useful adjective,Y
11688,seminal,important academic term,Y
11689,axe,simple tool,N
11691,aw,interjection,N
11692,wad,simple noun,N
11693,depressive,psychological adjective,Y
11694,gruesome,strong descriptive adjective,Y
11695,bidder,simple noun,N
11696,skeletal,has figurative uses,Y
11697,seventy-five,number,N
11698,targeted,useful adjective,Y
11699,acutely,useful adverb,Y
11700,unsuccessfully,simple adverb form,N
11701,rented,simple past form,N
11703,hive,figurative hive of activity,Y
11704,rodeo,cultural event,N
11705,measurable,useful adjective,Y
11706,subvert,political verb,Y
11707,publicist,simple job,N
11708,liter,unit of measurement,N
11709,menacing,threatening adjective,Y
11710,debilitating,strong medical/general adjective,Y
11712,geopolitical,political term,Y
11713,caveat,useful formal term,Y
11714,patterned,simple adjective,N
11715,ravine,simple geographic feature,N
11716,bustling,useful descriptive adjective,Y
11718,abnormality,medical/general term,Y
11719,quarterly,time frequency term,Y
11720,after-school,simple compound,N
11722,folklore,cultural concept,Y
11724,depress,has economic meaning,Y
11726,repressive,political adjective,Y
11727,quicken,useful verb,Y
11728,redirect,useful verb,Y
11729,joyful,emotional adjective,Y
11730,crackle,evocative sound verb,Y
11731,tributary,geographic/figurative term,Y
11733,songwriter,simple job,N
11734,unpack,figurative use unpack an idea,Y
11735,tablecloth,simple household item,N
11738,stately,descriptive adjective,Y
11739,secretive,personality adjective,Y
11740,horrifying,strong emotional adjective,Y
11741,penchant,useful formal noun,Y
11742,abduct,formal verb for kidnap,Y
11745,drone,multiple modern meanings,Y
11746,commando,military term,N
11747,separated,simple past form,N
11748,sitter,simple job,N
11749,modestly,has multiple uses,Y
11750,crumbling,has figurative uses,Y
11751,thrash,multiple meanings,Y
11752,geology,simple science field,N
11753,hospitalization,medical process,Y
11754,boon,useful formal noun,Y
11755,pointless,useful adjective,Y
11756,lengthen,simple verb form,N
11758,accelerator,car part/physics,N
11759,waking,as in waking hours,Y
11760,yarn,can mean story spin a yarn,Y
11761,ploy,useful strategic term,Y
11762,pretense,abstract concept,Y
11763,seated,simple past form,N
11764,liturgy,religious term,N
11765,teeter,evocative verb,Y
11766,stirring,adjective meaning moving,Y
11767,logically,useful adverb,Y
11769,bale,simple agricultural unit,N
11771,converse,formal term for opposite,Y
11772,unborn,useful adjective,Y
11773,stroller,simple baby equipment,N
11774,barley,grain/food,N
11775,slay,has informal modern use,Y
11777,conformity,abstract concept,Y
11778,benevolent,character adjective,Y
11779,coward,character term,Y
11780,briskly,useful adverb,Y
11782,shaped,simple past form,N
11783,fabrication,has meaning of lies,Y
11784,fearless,character adjective,Y
11785,clockwise,simple direction,N
11786,microorganism,simple scientific term,N
11787,georgian,nationality/period,N
11788,deceptive,nuanced adjective,Y
11789,strut,can be verb or noun,Y
11790,dormant,has figurative uses,Y
